model,fpr,tpr,threshold,roc_auc
logistic_regression,0.011957484499557131,0.2526854219948849,0.9152369577379923,0.8258292765251825
logistic_regression,0.011957484499557131,0.2537084398976982,0.9150850637324751,0.8258292765251825
logistic_regression,0.012178919397697077,0.2537084398976982,0.9150061576707722,0.8258292765251825
logistic_regression,0.012178919397697077,0.2578005115089514,0.9142983069097873,0.8258292765251825
logistic_regression,0.012400354295837024,0.2578005115089514,0.9142458991364165,0.8258292765251825
logistic_regression,0.012400354295837024,0.26138107416879797,0.9133844145514415,0.8258292765251825
logistic_regression,0.012621789193976971,0.26138107416879797,0.9132753266577668,0.8258292765251825
logistic_regression,0.012621789193976971,0.26342710997442453,0.9130594121226728,0.8258292765251825
logistic_regression,0.012843224092116917,0.26342710997442453,0.9129881110985252,0.8258292765251825
logistic_regression,0.012843224092116917,0.2649616368286445,0.9126552472785683,0.8258292765251825
logistic_regression,0.013286093888396812,0.2649616368286445,0.9125838543405277,0.8258292765251825
logistic_regression,0.013286093888396812,0.2675191815856777,0.9122715712306674,0.8258292765251825
logistic_regression,0.013507528786536759,0.2675191815856777,0.9119404983363698,0.8258292765251825
logistic_regression,0.013507528786536759,0.2680306905370844,0.9118167120558218,0.8258292765251825
logistic_regression,0.013728963684676704,0.2680306905370844,0.9117005842055038,0.8258292765251825
logistic_regression,0.013728963684676704,0.2690537084398977,0.9114668635522121,0.8258292765251825
logistic_regression,0.013950398582816652,0.2690537084398977,0.9114242330307584,0.8258292765251825
logistic_regression,0.013950398582816652,0.2710997442455243,0.9104417140120261,0.8258292765251825
logistic_regression,0.014393268379096545,0.2710997442455243,0.9101371341920742,0.8258292765251825
logistic_regression,0.014393268379096545,0.2746803069053708,0.9088670656162379,0.8258292765251825
logistic_regression,0.014614703277236492,0.2746803069053708,0.9087887431925226,0.8258292765251825
logistic_regression,0.014614703277236492,0.28695652173913044,0.9060521565158268,0.8258292765251825
logistic_regression,0.01483613817537644,0.28695652173913044,0.9059299875446347,0.8258292765251825
logistic_regression,0.01483613817537644,0.2879795396419437,0.905720200085795,0.8258292765251825
logistic_regression,0.015057573073516387,0.2879795396419437,0.9055559900477442,0.8258292765251825
logistic_regression,0.015057573073516387,0.289002557544757,0.9053918921871864,0.8258292765251825
logistic_regression,0.015279007971656332,0.289002557544757,0.9053058401514016,0.8258292765251825
logistic_regression,0.015279007971656332,0.2895140664961637,0.9052196718866728,0.8258292765251825
logistic_regression,0.015721877767936227,0.2895140664961637,0.9051534748055178,0.8258292765251825
logistic_regression,0.015721877767936227,0.29360613810741687,0.9040653337472749,0.8258292765251825
logistic_regression,0.015943312666076175,0.29360613810741687,0.9038642349676435,0.8258292765251825
logistic_regression,0.015943312666076175,0.29769820971867006,0.901991502220054,0.8258292765251825
logistic_regression,0.016164747564216122,0.29769820971867006,0.9019138621000587,0.8258292765251825
logistic_regression,0.016164747564216122,0.30025575447570335,0.9013987251610045,0.8258292765251825
